11351907442	6	3	0	0	0	0	0	0	0
12065701724	4	3	0	0	0	0	0	1	1
13954771979	4	3	0	0	0	0	0	0	0
14177329218	5	3	0	0	0	0	0	1	1
14985532361	4	4	0	0	0	0	0	0	0
15293194734	4	3	0	0	0	0	0	0	0
15300389206	5	3	0	0	0	0	0	0	0
3347369903982377	3	3	0	0	0	0	0	0	0
3347822082915442	5	3	0	0	0	0	0	0	0
3350361465570149	6	4	0	0	0	1	1	1	1
3357646183442101	4	3	0	0	0	0	0	0	0
3359096048872348	3	3	0	0	0	0	0	0	0
3361465392281150	9	4	0	0	0	0	0	0	0
3361627437866526	5	3	0	0	0	0	0	0	0
3362746599968570	16	5	0	0	0	0	1	1	1
3365475295774840	3	3	0	0	0	0	0	0	0
3367434272547343	4	4	0	0	0	0	0	0	0
3369434922139000	17	7	1	2	2	2	3	4	4
3373158767818312	8	5	0	1	1	2	2	3	3
3374602277368974	5	3	0	0	0	0	0	1	1
3376026135011143	7	3	0	0	0	0	1	1	1
3377556646260726	27	9	1	3	3	3	4	5	5
3378320037776567	9	4	0	1	1	1	1	2	2
3378528750579371	63	19	14	32	41	36	61	87	92
3379961340559644	7	3	0	0	0	0	0	1	1
3381048268987475	5	3	0	0	0	0	0	1	1
3381614095067692	10	4	0	0	0	0	1	1	1
3382881785575769	10	4	0	1	1	1	1	2	2
3385209699617907	16	6	1	1	2	2	3	4	4
3385387708407734	5	3	0	0	0	0	0	1	1
3387781518739102	35	5	0	1	1	1	2	3	3
3388071972238107	5	3	0	0	0	0	0	1	1
3388445465484104	12	4	0	1	1	1	1	2	2
3389687679528440	5	3	0	0	0	0	0	1	1
3393503410179088	14	4	0	0	0	0	1	1	1
3393568589300343	8	3	0	0	0	0	0	0	0
3394955268324345	4	3	0	0	0	0	0	0	0
3395316578138486	3	3	0	0	0	0	0	0	0
3396797613982138	5	3	0	0	0	0	0	0	0
3398158208127855	7	3	0	0	0	0	0	0	0
3400307343002684	9	3	0	0	0	0	0	0	0
3400311474439064	10	3	0	0	0	0	0	1	1
3400318902374874	6	3	0	0	0	0	0	1	1
3400711220405789	3	3	0	0	0	0	0	0	0
3401844412618887	9	3	0	0	0	0	0	1	1
3402225764599507	11	6	1	1	2	2	2	3	3
3420352049195327	4	3	0	0	0	0	0	0	0
3421036894977719	4	3	0	0	0	0	0	0	0
3425013912494388	3	3	0	0	0	0	0	0	0
3426286687387490	4	3	0	0	0	0	0	0	0
3428911075971726	6	3	0	0	0	0	0	0	0
3429367076325910	4	3	0	0	0	0	0	0	0
3429656403860173	3	3	0	0	0	0	0	0	0
3431864234942614	3	3	0	0	0	0	0	0	0
3432680647269147	5	3	0	0	0	0	1	1	1
3432897719652409	4	3	0	0	0	0	1	1	1
3433372615542969	4	3	0	0	0	0	0	1	1
3433910849798104	13	4	0	1	1	1	1	2	2
3435748961769200	9	4	0	0	0	0	1	1	1
3436807461079586	5	3	0	0	0	0	1	1	1
3441904396448043	4	4	0	0	0	1	1	1	1
3445289673792693	4	4	0	0	0	0	1	1	1
