3447695945487407	5	3	0	0	0	0	0	1	1
3451724460770850	3	3	0	0	0	0	0	0	0
3451779854919895	3	3	0	0	0	0	0	1	1
3454180339792115	3	3	0	0	0	0	0	1	1
3455457903361730	3	3	0	0	0	0	0	1	1
3456665947422643	7	4	0	0	0	0	1	1	1
3457594469455903	7	3	0	0	0	0	1	1	1
3458990149444336	4	3	0	0	0	0	0	1	1
3462116382586368	3	3	0	0	0	0	0	1	1
3466193736236804	5	3	0	0	0	0	0	1	1
3466752576492281	3	3	0	0	0	0	0	1	1
3467996876465688	4	3	0	0	0	0	1	1	1
3472015531323829	4	3	0	0	0	0	1	1	1
3472537377990232	11	8	3	4	3	4	4	7	7
3476528766034773	4	4	0	0	0	0	1	1	1
3476757380621640	3	3	0	0	0	0	0	0	0
3476873520773629	3	3	0	0	0	0	0	0	0
3477566025271948	6	3	0	0	0	0	1	1	1
3479235194836779	3	3	0	0	0	0	0	0	0
3479410063404874	3	3	0	0	0	0	1	1	1
3482676000698347	3	3	0	0	0	0	0	0	0
3482903763545743	3	3	0	0	0	0	0	1	1
3483645211559523	7	4	0	0	0	1	1	1	1
3485861959999851	5	4	0	1	1	1	1	2	2
3485886912133812	3	3	0	0	0	0	0	0	0
3488426463027725	3	3	0	0	0	0	0	0	0
3489285912661527	3	3	0	0	0	0	0	1	1
3492961247512767	3	3	0	0	0	0	0	1	1
3493815572776287	3	3	0	0	0	0	0	0	0
3494791746491130	5	3	0	0	0	0	0	0	0
3503154987770381	3	3	0	0	0	0	0	0	0
3505801786611682	3	3	0	0	0	0	0	0	0
3506813460618182	3	3	0	0	0	0	0	1	1
3509638878597537	3	3	0	0	0	0	0	0	0
3511479070490120	4	3	0	0	0	0	0	0	0
3515581225014346	3	3	0	0	0	0	0	0	0
3515926491915620	6	4	0	0	0	0	0	1	1
3521107170225678	3	3	0	0	0	0	0	0	0
3522161035696569	3	3	0	0	0	0	0	0	0
3522197190493283	8	3	0	0	0	0	0	1	1
3523250732637686	4	4	0	0	0	0	1	1	1
3524852969272317	3	3	0	0	0	0	0	0	0
3525082602913880	3	3	0	0	0	0	0	0	0
3528547676938078	3	3	0	0	0	0	0	1	1
3528577226043568	3	3	0	0	0	0	0	0	0
3528731563643559	4	4	0	0	0	0	0	1	1
3531962515682044	9	3	0	0	0	0	0	1	1
3532323913964912	6	3	0	0	0	0	0	0	0
3535079718236570	3	3	0	0	0	0	0	0	0
3535115684291918	11	4	0	1	1	1	1	1	1
3535545458091666	4	3	0	0	0	0	1	1	1
3536284326522331	3	3	0	0	0	0	0	0	0
3536288667522649	3	3	0	0	0	0	0	0	0
3539172683587840	8	3	0	0	0	0	0	1	1
3539429542732937	6	3	0	0	0	0	0	0	0
3539495716447318	4	3	0	0	0	0	0	1	1
3539946260127172	8	4	0	0	0	0	0	0	0
3540098295827307	9	3	0	0	0	0	0	0	0
3541753481228071	6	4	0	0	0	0	1	1	1
3543939501788251	4	4	0	0	0	0	1	1	1
3544292678815562	4	3	0	0	0	0	1	1	1
3547108394899837	3	3	0	0	0	0	0	0	0
3555023730761422	4	3	0	0	0	0	0	0	0
3556103956542125	3	3	0	0	0	0	0	0	0
3556807727113291	6	4	0	0	0	0	1	1	1
3557897495481554	6	3	0	0	0	0	0	1	1
3560811090016016	5	3	0	0	0	0	0	1	1
3561867790146357	5	3	0	0	0	0	0	0	0
3561926568752250	8	4	0	0	0	0	1	1	1
3562239547709271	3	3	0	0	0	0	0	1	1
3564129493071895	8	5	0	0	1	1	1	1	1
3564928382138880	10	3	0	0	0	0	0	0	0
3569214205558000	8	4	0	0	0	0	1	1	1
3569446553605637	9	5	0	0	1	1	1	2	2
3572427697035814	3	3	0	0	0	0	0	0	0
3572700196911698	3	3	0	0	0	0	0	0	0
3574231004394848	5	3	0	0	0	0	0	0	0
3577165616190200	8	5	1	1	1	1	1	2	2
3577840764867382	4	4	0	0	0	0	1	1	1
3583661922026333	4	4	0	0	0	0	1	1	1
3585887268706149	4	3	0	0	0	0	0	0	0
3590861482621274	3	3	0	0	0	0	0	0	0
3591566985396379	4	4	0	0	0	0	0	0	0
3593938830794744	3	3	0	0	0	0	0	1	1
3595716200701197	3	3	0	0	0	0	0	1	1
3596620882864752	8	4	0	0	0	0	0	0	0
3598828278486385	6	3	0	0	0	0	0	1	1
3599178187944751	5	3	0	0	0	0	0	1	1
3601176634976722	8	3	0	0	0	0	0	1	1
3603367911525104	5	4	0	0	0	0	1	1	1
3603615744288238	3	3	0	0	0	0	0	0	0
3609315913373811	4	3	0	0	0	0	0	0	0
3616661565319059	4	3	0	0	0	0	0	0	0
3620030917255106	4	3	0	0	0	0	0	0	0
3620643004025075	3	3	0	0	0	0	0	0	0
3627259716175587	10	4	0	0	0	0	0	1	1
3646724725366058	6	3	0	0	0	0	0	1	1
3648558651252611	3	3	0	0	0	0	0	0	0
3650829288647202	4	3	0	0	0	0	1	1	1
