11351907442	6	3	0	0	0	1	0	0	0
15293194734	4	3	0	0	0	0	1	1	1
3347369903982377	3	3	0	0	0	0	0	0	0
3347822082915442	5	3	0	0	0	1	0	1	1
3357646183442101	3	3	0	0	0	0	0	0	0
3361465392281150	9	3	0	0	0	3	0	0	1
3362746599968570	13	3	0	0	0	2	0	1	1
3367434272547343	4	4	0	0	0	0	0	1	1
3369434922139000	17	6	0	2	2	7	4	4	7
3377556646260726	24	6	0	2	4	13	6	6	9
3378528750579371	61	13	6	14	30	40	46	64	58
3379961340559644	7	3	0	0	0	4	0	0	1
3381048268987475	5	3	0	0	1	0	1	1	1
3385209699617907	15	3	0	0	1	6	1	1	2
3387781518739102	31	4	0	1	1	2	2	2	3
3388071972238107	5	3	0	0	1	0	1	1	2
3389687679528440	5	3	0	0	1	0	1	1	1
3398158208127855	7	3	0	0	0	3	1	1	1
3400307343002684	9	3	0	0	0	3	0	0	0
3400311474439064	10	3	0	0	1	5	1	1	1
3400711220405789	3	3	0	0	0	0	0	0	1
3401844412618887	9	3	0	0	1	1	1	1	1
3402225764599507	9	4	0	1	1	3	1	1	2
3420352049195327	4	3	0	0	0	0	0	0	0
3428911075971726	6	3	0	0	0	0	0	0	0
3429656403860173	3	3	0	0	0	0	0	1	1
3433372615542969	4	3	0	0	0	0	0	0	1
3435748961769200	9	3	0	0	0	4	0	1	1
3441904396448043	4	3	0	1	1	0	1	1	1
3445289673792693	4	4	0	0	1	0	1	2	2
3447695945487407	5	3	0	0	0	1	0	0	1
3451779854919895	3	3	0	0	1	0	1	1	1
3455457903361730	3	3	0	0	0	0	0	0	1
3456665947422643	7	4	0	1	1	0	2	2	3
3458990149444336	4	3	0	0	0	0	0	0	0
3462116382586368	3	3	0	0	0	0	1	1	1
3466193736236804	5	3	0	0	0	0	0	0	0
3466752576492281	3	3	0	0	0	0	0	0	1
3476528766034773	4	3	0	0	0	0	0	1	1
3476757380621640	3	3	0	0	0	0	0	0	0
3476873520773629	3	3	0	0	0	0	0	1	1
3482676000698347	3	3	0	0	0	0	1	1	1
3482903763545743	3	3	0	0	0	0	0	0	1
3483645211559523	5	3	0	0	0	2	1	1	1
3485886912133812	3	3	0	0	0	0	0	0	0
3489285912661527	3	3	0	0	1	0	1	1	2
3493815572776287	3	3	0	0	0	0	1	1	1
3494791746491130	5	3	0	0	0	1	1	1	2
3505801786611682	3	3	0	0	0	0	0	0	0
3506813460618182	3	3	0	0	0	0	0	0	1
3515581225014346	3	3	0	0	0	0	1	1	1
3523250732637686	4	3	0	0	0	2	0	0	1
3524852969272317	3	3	0	0	0	0	0	0	1
3531962515682044	5	3	0	0	1	1	1	1	2
3535079718236570	3	3	0	0	0	0	0	0	0
3535115684291918	11	3	0	0	0	2	0	0	1
3536284326522331	3	3	0	0	0	0	0	0	0
3539495716447318	4	3	0	0	1	0	1	1	2
3539946260127172	7	3	0	0	0	4	0	0	1
3541753481228071	6	4	0	0	1	0	1	1	3
3543939501788251	4	4	0	1	1	0	1	1	2
3547108394899837	3	3	0	0	0	0	0	0	0
3556807727113291	5	4	0	0	0	2	0	1	1
3557897495481554	6	3	0	0	1	2	1	1	1
3561867790146357	5	3	0	0	0	0	0	0	1
3561926568752250	8	4	0	0	1	3	1	2	3
3564129493071895	8	5	0	0	0	0	0	1	2
3569446553605637	9	4	0	0	1	2	1	2	3
3572427697035814	3	3	0	0	0	0	0	1	1
3583661922026333	4	3	0	0	1	0	1	1	2
3590861482621274	3	3	0	0	0	0	0	0	1
3591566985396379	4	4	0	0	0	0	0	0	0
3596620882864752	8	4	0	0	0	3	0	0	1
3598828278486385	6	3	0	0	1	0	1	1	1
3603367911525104	4	3	0	0	1	0	0	1	1
3616661565319059	4	3	0	0	0	0	0	0	0
3620030917255106	4	3	0	0	0	0	1	1	1
3627259716175587	9	3	0	0	0	4	1	1	2
